"","sample","well","solvent","control","control2","plate","auc","rel_fit_off_plate","rel_fit_on_plate","rel_fit_to_by","run","A","mu","lambda","percent_inhib_off_plate","percent_inhib_onplate","DT"
"1","2-Deoxy-D-glucose","H03","H2O",1,"case","S1L1",64743.1335,0.72124592277552,0.755916498527462,1,"SR1_results_MITACS DRUG RUN 2",0.536,1.44517215001684e-05,27074.9937321142,81.8749752611856,59.9619704269537,13.323041375149
"2","2-Deoxy-D-glucose","H03","H2O",1,"case","S2L1",49164.431,1.00624395260392,0.759267232928694,0.759376760780354,"SR1_results_MITACS DRUG RUN 2",0.53,1.34328488415528e-05,34690.0064944082,49.6227496202963,21.2161698115552,14.333585210404
"3","2-Deoxy-D-glucose","H03","H2O",1,"case","S2L2",104736.261,1.42366076538621,0.785503204592869,1.61771998570319,"SR1_results_MITACS DRUG RUN 2",0.962,2.57365637590835e-05,26141.432215417,52.5364058473909,34.1544099754784,7.4812195323052
"4","2-Deoxy-D-glucose","H03","H2O",1,"case","S3L1",131235.6545,1.68009869869717,1.11643168740341,2.02702043298538,"SR1_results_MITACS DRUG RUN 2",1.087,3.6049047127969e-05,27633.8688288617,19.1435671600965,17.8552464993175,5.34108107782658
"5","2-Deoxy-D-glucose","H03","H2O",1,"case","S3L2",96889.7385,1.20138635325141,0.722278995793919,1.49652531878149,"SR1_results_MITACS DRUG RUN 2",0.743,2.85894515271749e-05,22708.1117841241,59.7593905496819,32.7472688795547,6.73468266104579
"6","2-Deoxy-D-glucose","H03","H2O",1,"case","S4L1",97987.153,1.03182652614601,0.812564674738217,1.51347560278342,"SR1_results_MITACS DRUG RUN 2",0.951,1.90212750232587e-05,33352.1883746666,72.6973381075995,29.6032209401107,10.1223962775072
"7","2-Deoxy-D-glucose","H03","H2O",1,"case","S4L2",101558.6935,1.74300035717937,0.841255239539184,1.56864037944657,"SR1_results_MITACS DRUG RUN 2",0.797,2.97705011546567e-05,24394.6570469735,25.781660431944,39.6127342069222,6.46750561868713
"8","2-Deoxy-D-glucose","H09","H2O-2",2,"case","S1L1",72164.579,0.803921675687228,0.595923501902934,1,"SR1_results_MITACS DRUG RUN 2",0.616,1.60038040764512e-05,29673.209867155,79.9283881302696,57.2433086103532,12.0309448034413
"9","2-Deoxy-D-glucose","H09","H2O-2",2,"case","S2L1",69739.2305,1.42734650889941,0.805973968313767,0.966391427295654,"SR1_results_MITACS DRUG RUN 2",0.743,2.6140594151428e-05,33968.5925569943,1.96485703262909,-10.6550201762593,7.36558941137746
"10","2-Deoxy-D-glucose","H09","H2O-2",2,"case","S2L2",134456.0805,1.82763681506121,1.54046323180517,1.86318665421716,"SR1_results_MITACS DRUG RUN 2",1.147,3.43853662372071e-05,19671.3935926322,36.5862092877257,-8.57132630062353,5.59950073413882
"11","2-Deoxy-D-glucose","H09","H2O-2",2,"case","S3L1",138573.583,1.77403996923797,0.971503013642629,1.92024376668227,"SR1_results_MITACS DRUG RUN 2",1.073,4.45282816525613e-05,22286.5906690794,0.125015728273509,5.85311025228855,4.3240133313745
"12","2-Deoxy-D-glucose","H09","H2O-2",2,"case","S3L2",119797.554,1.48543229403493,0.929849484604683,1.66006031851166,"SR1_results_MITACS DRUG RUN 2",0.995,3.56116465637232e-05,23691.9826836766,49.8754161166255,17.0091015401259,5.40668298345437
"13","2-Deoxy-D-glucose","H09","H2O-2",2,"case","S4L1",104287.7825,1.09817355685847,0.922581737247292,1.44513809884486,"SR1_results_MITACS DRUG RUN 2",0.924,1.4766283279397e-05,15741.2991972174,78.8048467154903,64.5884861132079,13.0392245527025
"14","2-Deoxy-D-glucose","H09","H2O-2",2,"case","S4L2",122292.8575,2.09885029983165,0.98408729243387,1.6946382726074,"SR1_results_MITACS DRUG RUN 2",0.939,3.53081056272779e-05,24723.1858534411,11.976323161755,19.2691106200463,5.45316380100899
"15","3-Amino-1,2,4- triazole","D05","H2O",1,"case","S1L1",94170.182,1.04906661359739,1.09949565915177,1,"SR1_results_MITACS DRUG RUN 2",0.789,3.53092714428752e-05,27417.1064029702,55.7159042675872,2.17679919889939,5.45298375245081
"16","3-Amino-1,2,4- triazole","D05","H2O",1,"case","S2L1",63646.4635,1.3026463990095,0.982919424560047,0.67586641703634,"SR1_results_MITACS DRUG RUN 2",0.548,1.82499229706635e-05,36613.2135912284,31.5572631131353,-7.03603153973618,10.5502299269088
"17","3-Amino-1,2,4- triazole","D05","H2O",1,"case","S2L2",106702.56,1.45038830666552,0.800250095029294,1.13308223191073,"SR1_results_MITACS DRUG RUN 2",1.033,3.31206750777836e-05,22246.0213886018,38.9185636952982,15.2625652390203,5.81331398097089
"18","3-Amino-1,2,4- triazole","D05","H2O",1,"case","S3L1",103237.9855,1.32166830542737,0.878253389256299,1.09629166374554,"SR1_results_MITACS DRUG RUN 2",0.942,4.05401124849065e-05,21745.6302035515,9.07030438774708,7.62148205634936,4.74939194015701
"19","3-Amino-1,2,4- triazole","D05","H2O",1,"case","S3L2",91800.4355,1.13828143351049,0.684340028086508,0.974835489858138,"SR1_results_MITACS DRUG RUN 2",0.689,3.30936733161374e-05,24956.295031268,53.4195476983783,22.151710003862,5.81805717514549
"20","3-Amino-1,2,4- triazole","D05","H2O",1,"case","S4L1",71942.03,0.757565585141471,0.596583842036486,0.763957640009658,"SR1_results_MITACS DRUG RUN 2",0.775,1.70885909808045e-05,31275.4258401809,75.4714643894309,36.7559870592515,11.2672182103928
